ID,Default,Client_Income_Type_Govt Job,Client_Income_Type_Service,Client_Education_College_Dropout,Client_Education_High_School,Client_Education_Middle_School,Client_Marital_Status_M,Client_Marital_Status_S,Client_Marital_Status_W
12207438,0,0,1,0,1,0,1,0,0
12126079,0,0,1,0,1,0,1,0,0
12112383,0,0,1,0,1,0,1,0,0
12145355,0,0,1,0,1,0,1,0,0
12177020,0,0,1,0,1,0,1,0,0
12207220,0,0,1,0,0,0,1,0,0
12152890,0,0,0,0,1,0,1,0,0
12169405,1,0,1,0,0,0,1,0,0
12217721,0,0,0,0,0,0,1,0,0
12204187,0,0,1,0,1,0,1,0,0
12213651,0,0,1,0,1,0,1,0,0
12218589,0,0,1,0,1,0,0,0,0
12200482,0,0,1,0,1,0,1,0,0
12102314,0,0,1,0,1,0,1,0,0
12154121,0,0,1,0,0,1,1,0,0
12142303,0,0,1,0,1,0,1,0,0
12154057,0,0,1,0,0,0,1,0,0
12140723,0,0,1,0,1,0,1,0,0
12128451,0,0,0,0,1,0,1,0,0
12120421,0,0,1,0,0,0,1,0,0
12203100,0,0,1,0,0,0,0,1,0
12216392,0,0,0,0,0,0,0,1,0
12129829,0,0,1,0,1,0,1,0,0
12195953,0,0,0,0,1,0,0,0,0
12220439,0,0,0,0,1,0,1,0,0
12120818,0,0,1,0,1,0,1,0,0
12197391,0,0,0,0,1,0,1,0,0
12122833,1,0,1,0,1,0,1,0,0
12116861,0,0,1,0,0,0,1,0,0
12182223,0,1,0,0,0,0,0,1,0
12188720,0,0,1,0,1,0,1,0,0
12147145,0,0,1,0,1,0,1,0,0
12152407,0,0,0,0,1,0,1,0,0
12129460,1,0,1,1,0,0,1,0,0
12111274,0,0,1,0,1,0,1,0,0
12128404,0,0,0,0,1,0,0,1,0
12119944,0,0,0,0,1,0,1,0,0
12185588,0,0,1,0,1,0,0,0,0
12218924,0,0,1,0,0,0,1,0,0
12118739,0,0,1,0,1,0,1,0,0
12176025,0,0,0,0,1,0,1,0,0
12160068,0,0,1,0,1,0,1,0,0
12185165,0,0,1,0,1,0,1,0,0
12215895,1,0,1,0,1,0,1,0,0
12217526,0,0,1,0,1,0,0,0,0
12190098,0,0,1,0,1,0,1,0,0
12208861,0,0,0,0,0,0,1,0,0
12179900,0,0,0,0,1,0,1,0,0
12144453,0,0,1,0,1,0,1,0,0
12132168,0,0,1,0,1,0,1,0,0
12167645,0,0,1,0,1,0,1,0,0
12179084,0,0,0,0,0,0,0,0,0
12190576,0,0,1,0,1,0,1,0,0
12174590,0,0,0,0,1,0,1,0,0
12186633,0,0,0,0,0,0,1,0,0
12110591,0,0,0,1,0,0,1,0,0
12185849,0,0,0,0,1,0,0,1,0
12139944,0,0,0,0,0,0,1,0,0
12149976,0,0,0,0,1,0,0,0,0
12112117,1,0,0,1,0,0,0,1,0
12143587,0,0,0,0,1,0,1,0,0
12142931,0,0,1,0,1,0,1,0,0
12116244,0,0,1,0,1,0,1,0,0
12188688,0,1,0,0,1,0,1,0,0
12195834,0,0,1,0,1,0,1,0,0
12151850,0,0,1,0,1,0,1,0,0
12184591,0,0,1,0,1,0,1,0,0
12150039,0,0,0,0,0,0,1,0,0
12157117,0,0,0,0,1,0,1,0,0
12145344,0,0,1,0,0,0,1,0,0
12171427,0,0,1,0,0,0,0,1,0
12170689,0,0,1,0,0,0,1,0,0
12178592,0,0,0,0,0,0,1,0,0
12109216,0,0,1,0,1,0,1,0,0
12144046,1,0,1,1,0,0,1,0,0
12125802,0,1,0,0,0,0,1,0,0
12136875,0,1,0,0,1,0,1,0,0
12164644,0,0,1,0,1,0,1,0,0
12104018,0,1,0,0,0,0,1,0,0
12194640,0,0,1,0,0,0,1,0,0
12129202,0,0,1,0,1,0,1,0,0
12133911,0,0,1,0,0,0,1,0,0
12202304,0,0,0,0,1,0,1,0,0
12191268,0,0,1,0,0,1,1,0,0
12136920,0,0,1,0,1,0,1,0,0
12154905,0,0,0,0,0,0,1,0,0
12180195,1,0,0,1,0,0,0,1,0
12128767,0,0,1,0,0,0,1,0,0
12105117,0,0,1,0,1,0,1,0,0
12216237,1,0,1,0,1,0,1,0,0
12186381,0,0,1,0,1,0,1,0,0
12187694,0,0,1,0,1,0,0,1,0
12187079,0,0,1,0,1,0,0,0,0
12203327,0,0,1,0,1,0,1,0,0
12197529,0,0,1,0,1,0,1,0,0
12201560,1,0,0,0,1,0,1,0,0
12195965,0,1,0,0,1,0,1,0,0
12158231,0,0,1,0,1,0,0,0,0
12101905,0,0,0,0,1,0,1,0,0
12144858,0,0,0,0,1,0,1,0,0
12106411,0,0,1,0,1,0,1,0,0
12188100,0,0,0,0,1,0,1,0,0
12109137,0,0,1,0,1,0,1,0,0
12180832,0,1,0,0,0,0,1,0,0
12105712,0,0,1,0,1,0,1,0,0
12205659,0,0,1,0,1,0,1,0,0
12204594,0,0,0,0,0,0,1,0,0
12218640,0,0,1,0,1,0,1,0,0
12103866,0,0,1,0,1,0,1,0,0
12133924,0,0,1,0,1,0,1,0,0
12122844,0,0,1,0,1,0,0,1,0
12125252,0,0,0,0,0,0,1,0,0
12186223,0,0,1,0,1,0,1,0,0
12134507,0,0,1,0,1,0,0,1,0
12196507,0,0,1,0,1,0,0,1,0
12145613,0,0,1,0,0,0,1,0,0
12220751,0,0,1,0,1,0,1,0,0
12177206,0,0,1,0,1,0,1,0,0
12206897,0,0,1,0,0,0,1,0,0
12141033,0,0,0,0,1,0,0,0,0
12178912,0,0,0,0,1,0,1,0,0
12202253,0,0,1,0,0,0,1,0,0
12207880,0,0,0,0,1,0,1,0,0
12155485,0,0,1,0,1,0,0,1,0
12165995,0,0,1,0,1,0,1,0,0
12168534,0,0,1,0,0,0,1,0,0
12183089,0,0,1,0,0,0,1,0,0
12182112,0,0,1,0,1,0,0,0,1
12157053,0,0,0,0,1,0,1,0,0
12129161,0,0,0,0,0,0,1,0,0
12192495,0,0,1,0,0,0,1,0,0
12121071,0,1,0,0,1,0,1,0,0
12175013,1,0,0,0,1,0,1,0,0
12139704,0,0,1,0,0,0,1,0,0
12204808,0,0,1,0,1,0,1,0,0
12174006,0,0,1,0,1,0,1,0,0
12211750,0,0,1,0,0,0,1,0,0
12183377,1,0,0,0,1,0,0,1,0
12207844,0,0,1,0,1,0,1,0,0
12157022,0,0,1,0,0,0,1,0,0
12160213,0,0,0,0,1,0,1,0,0
12129357,0,0,0,1,0,0,0,1,0
12170280,0,0,1,0,1,0,1,0,0
12220163,0,0,0,1,0,0,0,1,0
12128272,0,0,0,0,1,0,1,0,0
12115150,0,0,0,0,0,0,1,0,0
12171851,0,0,1,0,0,0,1,0,0
12166708,0,0,1,0,1,0,0,0,1
12115552,0,0,1,0,1,0,1,0,0
12198320,0,0,0,0,0,0,1,0,0
12160477,1,0,0,0,1,0,1,0,0
12126614,0,1,0,0,0,0,1,0,0
12188544,0,0,0,0,1,0,1,0,0
12182565,0,0,1,0,1,0,1,0,0
12194229,0,0,0,0,0,0,1,0,0
12129901,0,0,1,0,1,0,1,0,0
12115064,0,0,0,0,0,0,1,0,0
12163840,1,1,0,0,0,0,1,0,0
12218107,0,0,1,0,1,0,0,0,1
12139017,0,0,1,0,1,0,1,0,0
12137900,0,0,1,0,1,0,1,0,0
12146288,0,0,1,0,1,0,1,0,0
12179572,0,0,1,0,0,0,0,1,0
12107861,0,0,1,0,1,0,1,0,0
12154984,0,0,0,0,1,0,1,0,0
12122254,0,0,0,0,0,0,1,0,0
12168138,0,0,1,0,1,0,1,0,0
12106433,0,0,0,0,1,0,1,0,0
12125606,0,1,0,0,1,0,0,0,0
12167965,0,0,0,0,1,0,0,1,0
12108089,0,1,0,0,0,0,1,0,0
12183499,0,0,0,0,0,0,1,0,0
12194027,0,1,0,1,0,0,1,0,0
12125331,0,0,0,0,1,0,1,0,0
12123574,0,0,1,0,0,0,1,0,0
12114330,1,0,1,0,1,0,1,0,0
12181431,0,0,0,0,0,0,0,1,0
12162763,1,1,0,0,1,0,1,0,0
12135059,0,0,1,0,0,0,1,0,0
12139170,0,1,0,0,1,0,1,0,0
12162942,0,0,0,0,0,0,1,0,0
12122923,0,0,1,0,1,0,1,0,0
12200439,0,0,0,0,1,0,1,0,0
12163154,0,1,0,0,1,0,1,0,0
12151409,0,0,1,0,0,0,0,1,0
12190183,0,0,0,0,1,0,1,0,0
12164477,0,0,1,0,1,0,1,0,0
12128597,0,1,0,0,0,0,1,0,0
12180935,0,0,1,0,1,0,1,0,0
12172864,0,0,1,0,1,0,0,1,0
12205999,0,0,0,0,1,0,1,0,0
12172305,0,0,1,0,0,0,1,0,0
12157772,1,0,1,0,0,0,0,1,0
12160248,0,0,1,0,1,0,0,1,0
12218151,0,0,1,0,1,0,1,0,0
12172730,0,0,1,0,1,0,0,1,0
12220479,1,0,1,0,0,0,1,0,0
12128781,0,0,1,0,1,0,0,0,0
12206046,0,0,1,0,0,0,0,1,0
12150355,0,0,1,0,0,0,1,0,0
12125752,0,0,1,0,1,0,1,0,0
12206231,0,0,1,0,1,0,1,0,0
12133458,0,0,1,0,1,0,0,0,1
12200319,0,0,0,0,1,0,1,0,0
12209566,0,0,0,0,1,0,1,0,0
12164822,0,0,1,0,1,0,1,0,0
12106204,0,0,1,0,1,0,0,1,0
12133468,0,0,1,0,1,0,0,1,0
12184093,0,0,1,1,0,0,1,0,0
12183322,1,0,1,0,0,0,1,0,0
12144855,0,0,0,0,1,0,1,0,0
12111275,0,0,1,0,0,0,0,0,0
12210187,0,0,1,0,0,0,1,0,0
12206419,0,0,0,0,0,0,1,0,0
12122045,0,0,1,0,1,0,1,0,0
12110270,0,1,0,0,0,1,1,0,0
12158839,0,1,0,0,0,0,1,0,0
12173145,0,0,1,0,1,0,1,0,0
12182766,0,0,1,0,1,0,1,0,0
12200673,1,0,1,0,1,0,0,1,0
12147357,0,0,1,0,1,0,0,0,1
12145490,0,0,0,0,0,0,1,0,0
12112130,0,0,0,0,1,0,1,0,0
12178118,0,0,1,0,1,0,1,0,0
12178586,0,0,0,0,1,0,1,0,0
12158419,0,0,1,0,1,0,1,0,0
12140943,0,0,0,0,1,0,1,0,0
12148371,0,0,1,0,1,0,1,0,0
12210242,0,0,0,0,0,0,1,0,0
12208773,0,0,1,0,0,0,1,0,0
12151022,0,0,1,0,1,0,1,0,0
12209867,0,0,0,0,1,0,1,0,0
12166205,0,0,1,0,1,0,0,0,0
12212071,0,1,0,0,0,0,0,1,0
12147770,0,0,1,0,1,0,0,1,0
12138269,0,0,1,0,1,0,1,0,0
12173081,0,0,0,0,1,0,1,0,0
12160413,0,0,1,0,1,0,1,0,0
12106018,0,0,0,0,0,0,1,0,0
12202820,0,0,1,0,1,0,0,0,0
12165261,0,0,1,0,1,0,1,0,0
12210339,0,0,1,0,1,0,1,0,0
12111591,0,0,1,0,1,0,1,0,0
12162857,1,0,1,0,1,0,1,0,0
12116157,1,0,0,0,1,0,0,1,0
12110275,1,0,1,0,1,0,1,0,0
12157807,0,0,0,0,0,0,1,0,0
12192897,0,0,1,0,1,0,1,0,0
12145534,1,0,1,0,1,0,0,1,0
12106930,0,0,1,0,1,0,1,0,0
12173222,0,0,1,0,1,0,1,0,0
12199269,0,0,1,0,0,0,1,0,0
12210098,0,0,1,0,0,0,1,0,0
12154957,0,0,0,0,1,0,0,1,0
12221071,0,0,1,0,0,0,1,0,0
12217475,0,0,1,1,0,0,1,0,0
12187011,0,0,0,0,0,0,1,0,0
12149373,0,0,0,0,1,0,1,0,0
12134578,0,0,0,0,1,0,1,0,0
12108840,0,0,1,0,1,0,1,0,0
12174994,0,0,0,0,0,0,1,0,0
12175997,0,0,0,0,1,0,1,0,0
12109607,0,1,0,0,1,0,1,0,0
12107559,0,1,0,0,1,0,1,0,0
12217309,0,0,1,0,0,0,0,1,0
12149619,0,0,0,0,1,0,0,0,1
12101891,0,0,1,0,1,0,1,0,0
12100380,0,0,1,0,1,0,0,1,0
12212391,0,0,1,0,1,0,1,0,0
12215614,0,0,0,0,0,0,1,0,0
12211146,0,0,0,1,0,0,1,0,0
12216973,0,0,1,0,0,0,1,0,0
12178926,0,0,1,0,1,0,1,0,0
12216053,0,1,0,0,0,0,1,0,0
12218693,0,0,1,0,1,0,1,0,0
12148478,0,0,0,0,1,0,1,0,0
12174227,0,0,0,0,0,0,1,0,0
12189758,0,0,0,0,1,0,1,0,0
12215969,1,0,1,0,1,0,0,1,0
12193429,0,0,1,0,1,0,1,0,0
12135767,1,0,1,0,1,0,0,1,0
12146584,0,0,1,0,0,0,1,0,0
12154103,0,0,0,0,0,0,1,0,0
12162484,0,0,0,0,1,0,1,0,0
12218996,0,0,1,0,1,0,1,0,0
12137561,0,0,1,0,1,0,0,1,0
12141661,0,0,1,0,1,0,1,0,0
12101020,0,0,0,0,1,0,1,0,0
12106968,0,0,1,0,1,0,1,0,0
12167143,0,0,0,0,1,0,1,0,0
12219230,0,0,1,0,1,0,1,0,0
12157900,0,0,1,0,0,0,1,0,0
12106918,0,0,1,0,1,0,0,0,0
12141366,0,0,1,0,1,0,1,0,0
12149014,0,0,1,1,0,0,0,1,0
12160792,0,0,0,0,1,0,1,0,0
12203550,0,0,1,0,0,0,0,0,0
12193627,0,0,1,1,0,0,1,0,0
12128555,0,0,0,0,1,0,1,0,0
12154419,0,0,1,0,1,0,1,0,0
12132073,0,0,1,0,1,0,1,0,0
12168946,0,0,0,0,1,0,1,0,0
12209953,0,0,1,0,1,0,1,0,0
12150617,0,0,1,0,1,0,1,0,0
12151896,0,0,1,0,1,0,1,0,0
12210353,0,0,1,0,0,0,0,1,0
12193336,0,0,1,0,1,0,0,0,1
12108731,0,0,1,0,1,0,0,0,0
12166879,0,0,1,0,1,0,1,0,0
12145001,0,0,1,0,0,0,0,0,0
12129596,0,0,1,0,1,0,1,0,0
12126376,0,0,0,0,1,0,0,0,1
12142890,0,0,0,0,0,0,0,0,0
12150754,0,0,1,0,1,0,0,0,0
12107344,0,0,1,0,1,0,1,0,0
12156534,0,0,0,0,1,0,1,0,0
12200487,1,0,1,0,1,0,1,0,0
12221484,0,0,0,0,1,0,1,0,0
12151686,0,0,1,0,0,0,1,0,0
12216369,0,0,1,0,0,0,0,1,0
12147438,0,1,0,0,1,0,1,0,0
12114879,0,0,1,0,1,0,0,0,0
12202849,0,0,1,0,1,0,1,0,0
12212842,0,0,1,0,0,0,1,0,0
12192202,0,0,1,0,1,0,1,0,0
12168948,0,0,0,0,1,0,1,0,0
12156691,0,0,1,0,1,0,1,0,0
12156380,0,0,0,0,1,0,0,0,0
12166799,0,1,0,0,1,0,1,0,0
12149452,0,0,1,0,1,0,1,0,0
12115941,0,0,1,0,0,0,1,0,0
12157980,0,0,1,0,0,0,1,0,0
12114059,0,0,1,0,1,0,1,0,0
12195814,0,0,1,0,1,0,1,0,0
12134650,0,0,1,0,0,0,1,0,0
12143199,0,0,1,0,0,0,1,0,0
12201130,0,0,1,0,1,0,0,0,0
12215571,0,0,1,0,1,0,0,0,1
12191844,0,0,1,0,1,0,1,0,0
12161647,0,0,1,0,1,0,1,0,0
12195205,1,0,1,0,1,0,1,0,0
12175654,0,0,0,0,1,0,0,1,0
12105126,0,0,0,0,0,0,1,0,0
12150280,1,0,0,0,1,0,1,0,0
12188038,1,0,1,0,1,0,1,0,0
12217578,0,0,1,0,1,0,1,0,0
12171719,0,0,1,0,0,0,0,0,0
12117386,0,0,1,0,1,0,1,0,0
12168947,0,1,0,0,0,0,1,0,0
12206146,0,0,1,0,1,0,1,0,0
12110468,0,0,1,0,1,0,0,1,0
12128965,0,0,0,0,1,0,0,1,0
12194504,0,0,1,0,0,0,1,0,0
12156852,0,0,1,0,0,0,0,1,0
12145940,0,0,0,0,1,0,1,0,0
12183664,0,0,1,0,1,0,1,0,0
12121986,0,0,0,0,1,0,1,0,0
12215752,0,0,1,0,1,0,1,0,0
12114694,0,1,0,0,1,0,1,0,0
12147943,0,0,1,0,1,0,0,1,0
12111047,0,0,1,0,0,0,1,0,0
12209013,0,0,1,0,1,0,1,0,0
12166966,0,0,0,0,1,0,1,0,0
12140429,0,0,0,0,1,0,0,1,0
12214372,0,0,1,0,1,0,1,0,0
12175344,0,0,1,0,1,0,0,0,1
12191591,0,0,1,0,1,0,1,0,0
12215223,0,0,0,0,0,0,1,0,0
12103960,0,0,0,0,1,0,1,0,0
12158584,1,0,1,0,1,0,0,0,0
12203443,0,0,1,0,1,0,1,0,0
12220304,0,0,1,0,1,0,1,0,0
12153382,0,0,0,1,0,0,1,0,0
12123435,0,1,0,0,1,0,1,0,0
12110060,1,0,0,0,1,0,1,0,0
12171024,0,1,0,0,1,0,0,0,0
12119229,0,0,1,0,1,0,1,0,0
12171596,0,0,1,0,1,0,1,0,0
12132097,0,0,0,0,0,0,1,0,0
12210544,0,0,1,0,1,0,0,0,0
12180761,1,0,1,0,1,0,1,0,0
12156974,0,0,0,0,1,0,1,0,0
12113726,0,0,1,0,0,0,1,0,0
12143529,0,1,0,0,0,0,0,1,0
12209735,0,0,1,0,0,0,1,0,0
12173691,0,1,0,0,1,0,1,0,0
12179001,0,0,1,0,1,0,1,0,0
12158943,0,1,0,0,1,0,0,0,1
12187087,0,0,1,0,1,0,1,0,0
12110509,0,0,1,0,1,0,1,0,0
12195853,0,0,0,0,1,0,1,0,0
12134854,0,0,1,0,0,0,0,0,0
12111435,0,0,1,0,1,0,0,1,0
12194704,0,0,1,0,1,0,1,0,0
12110732,1,0,1,0,1,0,0,1,0
12150657,0,1,0,0,1,0,1,0,0
12218893,1,0,0,0,1,0,1,0,0
12128954,0,0,1,0,1,0,0,1,0
12149714,0,0,1,0,1,0,0,0,1
12181941,0,0,1,0,1,0,1,0,0
12208348,0,0,1,0,1,0,1,0,0
12195569,0,1,0,0,0,0,0,1,0
12186228,0,0,0,0,1,0,0,0,0
12175385,0,0,1,0,0,0,1,0,0
12152762,0,0,0,0,0,0,1,0,0
12123725,0,0,1,0,1,0,1,0,0
12171383,0,0,1,0,1,0,1,0,0
12174602,0,0,1,0,1,0,0,1,0
12122576,0,0,0,0,1,0,0,0,0
12140120,0,1,0,0,1,0,1,0,0
12105244,0,0,1,0,0,0,1,0,0
12148754,0,1,0,0,0,0,1,0,0
12116472,0,0,1,0,1,0,1,0,0
12218362,0,1,0,0,1,0,1,0,0
12160794,0,0,1,0,0,0,0,1,0
12185818,0,0,0,0,1,0,1,0,0
12174253,0,0,1,0,0,0,1,0,0
12162190,0,0,1,0,1,0,1,0,0
12185924,0,0,0,0,1,0,1,0,0
12162378,0,0,1,0,1,0,1,0,0
12153866,0,0,1,0,0,0,1,0,0
12107279,0,0,1,0,1,0,0,1,0
12180743,0,0,1,0,1,0,0,0,1
12153373,1,0,0,0,1,0,1,0,0
12135765,1,0,1,0,1,0,1,0,0
12165282,0,0,0,0,1,0,1,0,0
12156529,0,0,0,0,1,0,1,0,0
12184595,0,0,0,0,0,0,0,1,0
12220505,0,0,1,0,0,0,1,0,0
12204116,0,0,1,0,1,0,1,0,0
12217422,1,0,1,0,1,0,1,0,0
12205512,0,0,1,0,1,0,1,0,0
12104029,0,0,1,0,1,0,1,0,0
12169179,0,0,1,0,1,0,1,0,0
12154556,0,0,1,0,0,0,1,0,0
12111473,0,0,1,0,1,0,1,0,0
12210180,1,0,0,0,0,0,1,0,0
12146870,0,0,1,0,1,0,0,1,0
12143334,0,0,1,0,1,0,1,0,0
12114511,1,0,1,0,1,0,1,0,0
12142834,0,0,1,0,0,0,0,1,0
12129228,0,0,1,1,0,0,1,0,0
12140601,0,0,1,0,0,0,1,0,0
12100915,0,0,1,0,0,0,1,0,0
12138774,1,0,1,0,1,0,0,0,0
12103371,1,0,1,0,0,0,1,0,0
12118382,0,0,1,0,0,0,1,0,0
12173287,0,0,0,0,1,0,1,0,0
12194830,0,0,1,0,1,0,1,0,0
12208676,0,0,0,0,1,0,1,0,0
12162953,0,0,0,0,1,0,0,1,0
12200072,1,0,1,0,1,0,1,0,0
12213000,0,0,0,1,0,0,1,0,0
12119249,0,0,1,0,1,0,1,0,0
12220224,0,0,1,0,1,0,1,0,0
12162716,0,0,1,0,1,0,1,0,0
12139841,0,0,0,0,1,0,0,1,0
12215060,0,0,0,0,0,0,1,0,0
12128443,0,0,1,1,0,0,1,0,0
12128429,1,0,1,1,0,0,0,1,0
12110472,0,0,1,0,0,0,0,1,0
12182179,0,0,0,0,1,0,1,0,0
12107588,0,0,1,0,0,0,1,0,0
12147073,0,0,0,0,0,0,1,0,0
12197081,0,0,0,0,0,0,0,1,0
12103963,0,1,0,0,1,0,1,0,0
12110289,0,0,0,0,0,0,1,0,0
12175087,0,0,1,1,0,0,1,0,0
12161665,0,0,1,0,0,0,1,0,0
12170353,0,0,1,0,1,0,1,0,0
12218927,0,0,1,0,0,0,1,0,0
12180869,0,0,1,0,1,0,1,0,0
12211747,0,0,1,0,1,0,1,0,0
12215960,0,0,0,0,1,0,1,0,0
12145208,0,0,0,0,0,0,0,0,0
12111915,0,0,0,0,1,0,1,0,0
12185357,0,0,1,0,1,0,1,0,0
12215784,0,1,0,0,1,0,0,0,0
12118007,0,0,1,0,1,0,1,0,0
12109337,0,0,1,0,0,0,0,0,1
12177369,1,0,0,0,1,0,1,0,0
12206763,0,0,1,0,1,0,1,0,0
12207902,0,0,1,0,1,0,1,0,0
12147104,0,0,0,1,0,0,1,0,0
12102189,0,0,1,0,0,0,1,0,0
12173513,0,0,1,0,0,0,1,0,0
12142017,0,0,0,0,0,0,1,0,0
12145451,0,0,1,0,0,0,1,0,0
12101898,0,0,1,0,1,0,0,1,0
12170272,0,0,1,0,0,0,1,0,0
12181400,0,0,1,0,1,0,1,0,0
12154509,0,0,0,0,0,0,1,0,0
12138784,0,0,1,0,1,0,1,0,0
12184597,0,0,1,0,1,0,0,1,0
12163987,0,0,1,0,1,0,1,0,0
12220193,0,0,1,0,1,0,1,0,0
12155730,0,0,0,0,1,0,1,0,0
12123436,0,0,1,0,0,0,1,0,0
12216335,0,0,0,0,1,0,1,0,0
12128465,0,0,1,0,0,0,0,1,0
12156559,0,0,0,0,1,0,0,1,0
12171609,0,0,0,0,0,0,0,1,0
12169807,0,0,1,0,1,0,1,0,0
12161486,0,0,1,0,1,0,0,0,0
12106383,0,0,1,0,1,0,0,0,0
12138501,0,1,0,0,0,0,1,0,0
12131612,0,0,1,0,1,0,1,0,0
12160766,0,0,1,0,1,0,0,1,0
12175496,0,0,0,0,0,0,0,1,0
12169994,0,0,1,0,0,0,1,0,0
12155364,0,0,1,0,1,0,1,0,0
12134729,0,0,1,0,1,0,0,0,0
12136314,0,0,0,0,1,0,1,0,0
12193406,0,0,1,0,1,0,0,0,0
12137969,0,0,1,0,1,0,1,0,0
12178437,0,1,0,0,0,0,0,1,0
12113520,0,1,0,0,1,0,1,0,0
12180753,0,0,0,0,1,0,1,0,0
12117426,0,0,1,0,1,0,1,0,0
12221052,0,0,1,0,1,0,1,0,0
12199307,0,0,0,0,1,0,0,0,0
12101323,0,0,1,0,0,0,1,0,0
12126591,0,0,1,0,1,0,1,0,0
12158811,0,1,0,0,0,0,0,1,0
12215114,0,0,1,0,1,0,1,0,0
12215604,0,0,0,0,1,0,1,0,0
12162627,1,0,0,0,1,0,1,0,0
12176751,0,0,1,0,0,0,1,0,0
12120297,0,0,1,0,1,0,1,0,0
12113332,0,0,0,0,1,0,0,1,0
12145254,0,0,1,0,1,0,1,0,0
12104929,0,0,1,0,1,0,1,0,0
12146400,0,0,0,0,1,0,0,1,0
12115281,0,0,1,0,1,0,0,0,0
12194071,0,0,1,0,1,0,1,0,0
12171487,0,0,0,0,0,0,1,0,0
12107602,0,0,1,0,1,0,1,0,0
12132339,0,0,1,0,1,0,1,0,0
12181257,0,0,0,0,0,0,1,0,0
12220454,0,0,1,0,1,0,0,1,0
12124342,0,0,1,0,1,0,1,0,0
12206143,0,0,1,0,1,0,0,0,0
12128658,0,0,1,0,1,0,1,0,0
12105407,0,0,1,0,0,0,1,0,0
12171329,0,0,0,0,0,0,1,0,0
12119405,0,0,1,0,0,0,0,1,0
12160893,0,0,1,0,1,0,1,0,0
12178593,0,0,0,0,1,0,1,0,0
12139595,0,1,0,0,0,0,1,0,0
12213388,0,0,0,0,0,0,1,0,0
12110166,1,0,1,0,1,0,1,0,0
12144100,0,0,1,0,1,0,1,0,0
12131119,0,0,1,0,0,0,0,0,1
12100383,0,0,1,0,1,0,1,0,0
12200415,0,0,1,0,1,0,0,1,0
12168813,0,0,0,0,0,0,1,0,0
12115315,0,0,0,0,1,0,1,0,0
12127833,0,0,0,0,1,0,0,1,0
12185883,0,0,1,0,1,0,1,0,0
12192879,0,0,1,0,0,0,1,0,0
12189920,0,0,1,0,1,0,1,0,0
12136138,0,1,0,0,1,0,1,0,0
12117046,1,0,1,0,1,0,1,0,0
12199918,0,0,0,0,0,0,1,0,0
12188807,0,0,1,0,1,0,1,0,0
12143724,0,0,0,0,1,0,0,0,1
12200224,0,0,0,0,0,0,0,0,0
12214259,0,0,1,0,0,0,1,0,0
12124846,0,0,0,0,1,0,1,0,0
12192646,0,0,1,0,1,0,1,0,0
12126158,0,0,1,0,1,0,1,0,0
12131279,0,0,1,0,1,0,0,1,0
12109753,0,0,1,0,1,0,1,0,0
12154571,1,1,0,0,1,0,0,1,0
12135629,0,0,1,0,1,0,1,0,0
12183623,0,0,1,0,1,0,0,0,0
12151565,0,0,1,0,0,1,1,0,0
12220753,0,0,0,1,0,0,1,0,0
12215948,0,0,0,0,1,0,1,0,0
12181773,0,0,1,0,1,0,1,0,0
12219110,0,0,0,0,0,0,1,0,0
12201830,0,0,0,0,1,0,1,0,0
12163635,0,0,1,0,0,0,1,0,0
12149431,0,0,1,0,1,0,0,0,0
12132975,0,0,0,0,1,0,0,0,0
12146925,0,0,1,0,1,0,1,0,0
12208458,0,0,1,0,1,0,1,0,0
12154866,0,0,1,0,1,0,1,0,0
12206936,0,0,1,0,1,0,1,0,0
12176131,0,0,1,0,1,0,1,0,0
12183687,0,0,0,0,0,0,0,1,0
12184220,0,0,1,0,1,0,1,0,0
12195460,0,0,1,0,0,0,1,0,0
12171833,0,0,1,0,0,0,1,0,0
12113529,0,1,0,0,0,0,1,0,0
12208934,0,1,0,0,1,0,1,0,0
12134412,0,0,1,0,1,0,1,0,0
12198413,0,0,1,0,1,0,1,0,0
12162960,0,0,1,0,1,0,1,0,0
12204674,0,0,0,0,1,0,1,0,0
12160728,1,0,0,0,1,0,1,0,0
12124385,0,0,0,0,1,0,1,0,0
12201753,0,1,0,0,1,0,1,0,0
12147539,0,0,1,0,1,0,1,0,0
12213753,1,0,1,0,1,0,1,0,0
12134425,0,0,0,0,1,0,0,0,1
12143603,1,0,1,0,1,0,1,0,0
12162930,0,0,0,0,0,0,0,1,0
12145194,0,0,0,0,1,0,1,0,0
12153062,0,0,0,0,1,0,1,0,0
12163566,0,0,0,0,0,0,0,0,0
12194832,0,0,1,0,0,0,1,0,0
12153748,0,1,0,0,1,0,1,0,0
12124771,0,1,0,0,1,0,1,0,0
12114164,0,0,1,0,1,0,0,0,1
12159674,0,1,0,0,1,0,1,0,0
12100065,0,1,0,0,0,0,1,0,0
12134007,0,0,1,0,1,0,1,0,0
12181930,0,0,1,0,0,0,0,1,0
12113664,0,0,1,0,1,0,1,0,0
12210172,0,0,0,0,1,0,0,1,0
12125483,0,0,1,0,1,0,1,0,0
12179465,1,0,1,0,0,0,0,0,0
12126142,0,0,1,0,1,0,1,0,0
12105804,0,0,1,0,1,0,1,0,0
12130862,0,0,1,0,1,0,0,1,0
12105814,1,0,1,0,1,0,1,0,0
12121142,0,0,1,0,1,0,0,0,1
12143169,0,0,1,1,0,0,0,0,0
12126377,0,0,0,0,1,0,0,1,0
12212218,0,0,0,0,1,0,1,0,0
