ID,Car_Owned,Bike_Owned,Active_Loan,House_Own,Loan_Contract_Type,Default
12200352,1,0,0,1,0,0
12105984,0,1,1,0,0,0
12130064,0,0,0,0,0,0
12163277,0,0,0,1,0,0
12163527,1,0,0,1,0,0
12200814,0,0,0,1,0,0
12217510,0,0,0,1,0,0
12207089,1,1,0,1,0,0
12151825,1,0,1,0,0,1
12143842,1,1,0,0,0,0
12109543,0,0,1,0,0,0
12193269,0,1,0,0,0,0
12208130,0,0,1,1,1,0
12189453,0,0,1,0,0,0
12132558,0,0,0,0,0,0
12110390,1,0,1,1,1,0
12124792,1,1,0,1,0,0
12101066,1,1,0,1,1,0
12110852,0,0,0,1,0,0
12134728,1,0,1,1,0,0
12218137,0,1,0,1,0,0
12101937,1,0,1,1,0,0
12103333,0,0,1,0,0,1
12188884,0,1,0,0,0,0
12152347,0,0,0,1,0,0
12218609,1,0,1,1,0,0
12136060,0,0,0,1,0,0
12157798,1,0,1,1,1,0
12198269,0,1,0,0,0,0
12187304,1,1,0,0,1,0
12127524,0,0,0,1,0,0
12105021,0,0,0,0,1,0
12102421,0,1,0,1,0,0
12144351,1,0,1,0,0,0
12178729,0,0,1,1,1,0
12147007,1,1,0,0,0,0
12195246,1,0,0,1,0,0
12113972,1,1,1,0,0,1
12194402,1,0,0,1,0,0
12189205,1,1,1,1,0,0
12155159,0,0,1,1,0,1
12164293,1,1,1,1,0,0
12148671,0,0,0,1,0,0
12106727,1,0,1,1,0,0
12130411,0,1,0,0,0,0
12205144,0,0,1,1,0,0
12192441,0,0,1,1,1,0
12185079,0,0,1,1,0,0
12128228,1,1,0,1,0,0
12196302,1,0,1,1,0,0
12191534,1,0,0,1,1,0
12198948,0,0,0,0,0,0
12163725,0,1,0,0,0,0
12191042,1,1,0,1,0,0
12172391,1,1,1,1,0,0
12145517,0,0,0,1,0,0
12177293,0,1,0,1,0,0
12184169,0,0,1,0,0,0
12185799,0,0,0,1,0,0
12119100,0,1,1,1,0,0
12158339,0,1,0,0,1,0
12128536,1,0,1,1,0,0
12147799,1,1,1,1,1,0
12139386,0,0,1,0,0,0
12203114,1,0,0,1,0,0
12143463,1,0,1,1,0,0
12141043,0,1,1,0,0,0
12193155,0,0,0,0,0,0
12199165,0,0,0,1,0,0
12155670,0,0,0,1,0,0
12196948,0,1,1,0,1,0
12207571,1,0,0,1,0,0
12147353,0,1,0,0,0,0
12148910,0,0,1,1,0,0
12132958,0,0,1,1,0,0
12115692,1,0,1,1,1,0
12159735,1,0,0,1,0,0
12122208,0,0,1,1,0,0
12159850,1,0,1,0,0,0
12202709,0,0,0,0,0,0
12134054,1,0,0,0,0,0
12135260,1,0,0,1,1,0
12179386,0,0,0,0,0,0
12119387,0,0,0,1,0,0
12186056,1,0,0,1,0,0
12158465,0,0,0,0,0,0
12103639,0,1,0,1,0,0
12197960,0,0,1,1,0,0
12122002,1,0,0,0,0,0
12110765,0,0,0,1,1,0
12196844,1,1,1,0,0,0
12169985,0,0,1,1,0,0
12106315,1,0,0,1,0,0
12161821,0,0,0,1,0,0
12198764,0,0,1,0,0,0
12201528,1,1,1,0,0,0
12192577,0,0,0,1,0,1
12169277,0,0,1,1,0,0
12137387,0,0,1,1,0,0
12146211,0,0,0,0,0,0
12170654,1,0,0,1,0,0
12195416,0,1,0,1,0,0
12216105,0,1,0,0,0,0
12104294,0,0,0,1,0,0
12220178,1,0,0,0,0,0
12201237,0,1,1,1,0,0
12207292,0,0,1,1,0,0
12218224,0,0,1,1,0,0
12175692,1,0,1,1,0,1
12188834,0,0,0,0,0,1
12176213,0,0,1,0,0,0
12221005,0,1,1,1,0,0
12189380,0,1,0,1,0,0
12160639,0,0,1,1,0,0
12119325,0,0,0,1,0,0
12100810,0,0,1,1,1,1
12105463,1,0,1,0,0,0
12103805,0,0,0,0,0,0
12180776,0,0,0,0,0,1
12195560,0,0,0,1,0,0
12181242,1,0,1,1,0,0
12155032,0,1,1,1,0,0
12172243,0,0,1,1,0,0
12200559,1,0,1,1,0,0
12148022,0,0,1,1,1,0
12210254,1,1,0,1,0,0
12187401,1,0,0,0,0,0
12158430,1,0,0,0,0,0
12201221,0,0,0,0,0,0
12131774,1,0,0,0,0,0
12173138,1,1,1,0,0,0
12193937,0,1,1,1,0,0
12183978,0,0,0,1,0,0
12133621,0,1,0,1,0,0
12105825,1,0,1,1,0,0
12103398,0,0,1,1,1,0
12181449,0,0,1,1,0,0
12152441,0,0,1,1,1,0
12146973,1,1,0,1,0,0
12219303,0,1,1,1,0,0
12194755,0,0,0,0,0,0
12214075,0,0,0,1,0,0
12109484,1,1,0,1,0,0
12119213,0,0,1,0,0,0
12129030,0,1,1,0,1,0
12214487,1,0,1,0,0,0
12206843,1,0,1,1,0,0
12159295,1,0,0,0,0,0
12171137,0,1,0,1,0,0
12171961,0,1,0,1,0,0
12128280,1,0,0,1,0,0
12204660,1,0,0,0,0,0
12221662,0,0,1,1,0,0
12123791,0,1,0,1,0,0
12105711,1,0,1,1,0,0
12163587,1,0,1,0,0,0
12167969,1,1,0,1,0,0
12177501,0,0,0,1,0,0
12147179,0,1,0,0,0,0
12131212,1,0,1,1,0,1
12143232,1,0,1,0,0,0
12219187,1,0,0,1,0,1
12215318,0,1,0,1,0,1
12102604,1,1,0,1,0,0
12206488,0,0,1,1,0,0
12102856,1,0,0,1,0,0
12203466,1,0,0,1,1,0
12113980,1,0,1,0,0,0
12104144,1,0,1,1,0,0
12215576,0,1,0,1,0,0
12122669,0,0,0,1,0,0
12216791,1,1,1,0,0,0
12201418,1,0,0,1,0,1
12127510,1,1,1,1,0,0
12166036,0,0,1,1,0,0
12185511,0,0,0,0,0,0
12148827,1,1,0,1,0,0
12210848,0,1,1,0,0,0
12152235,1,0,0,1,0,0
12104302,1,1,0,0,0,0
12126119,0,1,0,0,0,0
12195896,0,0,1,0,0,0
12156768,0,0,0,1,0,0
12112555,0,0,1,1,0,0
12149463,0,0,1,1,0,0
12184672,0,1,0,0,0,0
12200272,0,0,1,1,0,0
12120775,0,1,1,1,0,1
12142182,0,0,1,1,0,0
12176522,1,0,0,0,0,0
12159183,0,1,1,1,0,0
12188249,0,0,0,1,0,1
12184043,0,1,1,1,0,0
12199058,1,0,0,1,0,0
12122763,0,0,0,0,0,0
12213001,0,1,0,1,0,0
12210159,1,1,0,0,0,0
12166890,1,0,1,1,0,0
12209783,0,1,1,1,0,1
12167487,1,1,0,1,1,0
12167947,0,0,0,1,0,0
12127974,1,0,0,1,1,0
12151623,0,1,0,1,0,0
12109007,1,0,1,1,0,0
12176418,1,0,0,0,0,0
12190956,1,0,0,0,0,0
12206922,0,0,1,0,0,0
12113451,1,0,0,1,1,0
12143507,1,0,1,1,1,0
12200879,0,0,0,0,0,0
12178093,1,0,1,1,0,0
12146243,1,0,1,1,0,0
12101317,0,0,1,1,0,1
12180735,0,0,0,1,1,0
12108880,0,0,1,1,0,0
12105189,0,0,0,0,0,0
12126392,0,0,0,0,0,0
12159381,1,0,1,1,0,0
12135355,0,0,1,1,0,0
12212709,1,0,0,1,0,0
12160206,0,0,1,0,0,1
12209509,0,0,0,1,1,0
12151256,0,0,0,1,0,0
12208610,0,1,1,1,0,0
12194113,1,0,1,0,0,0
12116153,0,0,0,0,0,0
12113232,0,0,0,1,0,0
12116616,0,0,1,1,0,0
12178988,0,1,0,1,0,0
12104821,0,0,1,1,1,0
12126301,0,1,1,1,0,0
12144708,0,0,0,1,0,0
12103645,1,0,0,1,0,0
12107118,0,0,1,1,0,0
12124856,0,0,1,1,0,0
12216285,1,0,1,1,1,0
12188273,0,0,1,1,1,0
12123840,1,1,0,0,0,0
12112807,1,0,1,1,1,0
12212578,1,0,0,1,0,1
12133436,0,0,1,1,0,0
12105356,1,1,1,1,0,0
12127646,0,1,1,0,0,0
12135245,0,0,0,0,1,0
12206975,1,0,1,0,0,0
12158276,0,0,0,1,0,0
12132368,1,0,0,1,0,0
12120527,0,1,0,0,0,0
12197681,0,0,0,1,0,0
12144617,0,0,0,1,0,0
12143497,1,1,0,1,0,0
12205606,0,0,0,1,0,0
12166333,0,0,1,1,0,1
12170428,0,0,1,1,1,0
12163176,1,0,0,0,0,0
12115094,1,0,1,0,0,0
12119598,0,0,0,0,0,0
12195831,0,0,0,1,1,0
12204725,1,1,1,1,0,0
12208227,0,1,0,0,1,0
12203336,0,0,0,0,0,0
12145522,1,0,1,1,0,0
12118305,0,1,1,1,0,0
12189191,0,1,1,1,0,0
12196984,0,0,0,1,0,0
12193408,1,0,1,1,0,0
12101086,1,1,0,1,0,0
12167816,1,1,0,0,0,0
12171887,0,0,0,1,0,0
12166439,0,0,1,1,0,0
12186326,1,1,0,0,1,0
12118647,0,0,0,1,0,0
12157478,0,0,1,1,0,1
12135084,0,0,0,1,0,0
12161496,1,0,1,1,0,0
12155542,1,0,0,1,0,0
12218970,0,0,1,1,1,0
12103843,1,0,1,0,0,0
12197039,0,0,0,0,0,0
12168104,0,0,1,1,0,0
12121387,1,0,1,1,0,1
12139696,0,0,1,0,0,0
12171914,0,1,1,1,0,0
12189578,0,0,1,0,0,0
12174448,0,0,0,1,0,0
12192620,1,1,1,1,1,0
12135034,0,0,0,1,1,0
12145911,1,0,0,0,0,0
12119058,1,0,1,0,0,0
12124747,0,0,0,1,0,0
12100636,1,1,1,1,0,0
12178333,0,0,0,0,0,0
12191549,0,0,0,1,0,0
12114680,1,1,0,1,0,1
12106793,0,0,1,1,0,0
12169629,1,1,1,0,0,0
12210386,0,1,1,1,1,0
12145508,0,0,0,1,0,0
12159359,0,0,1,1,0,0
12105255,0,0,0,1,0,0
12148690,0,0,0,0,0,0
12101918,0,0,1,1,0,0
12119898,0,0,1,1,0,0
12130888,1,0,1,1,0,0
12138957,0,0,0,1,0,0
12112223,0,0,1,0,0,0
12126324,0,0,1,1,0,0
12160745,1,0,1,0,1,0
12153511,0,1,1,1,0,0
12122843,1,0,0,1,0,0
12119637,0,0,1,0,0,0
12115773,0,0,1,1,1,0
12117436,0,0,1,0,0,0
12172065,0,0,0,1,0,1
12175750,0,0,0,1,0,0
12204311,1,1,1,1,0,0
12124009,0,0,1,0,0,0
12196003,0,0,1,1,1,0
12138808,1,0,1,1,0,0
12170877,1,0,1,1,1,0
12139796,0,0,1,1,0,1
12179524,0,1,1,0,0,0
12100679,0,0,0,0,1,0
12113556,0,0,1,0,0,0
12215402,1,0,1,1,0,0
12176001,0,0,1,0,0,0
12156654,0,1,1,1,0,1
12158104,0,1,1,0,0,0
12167516,1,1,1,1,0,1
12137100,1,0,1,0,0,0
12113295,1,0,0,1,0,0
12142285,1,1,0,1,1,0
12129246,1,0,0,1,0,0
12218303,0,1,0,1,0,0
12154235,0,1,0,1,0,1
12145519,1,1,0,0,0,0
12101776,0,0,1,1,0,0
12113705,1,0,0,1,0,0
12127437,0,1,0,1,0,0
12207682,0,0,0,1,0,0
12175332,0,0,0,1,0,0
12111543,0,0,1,1,1,0
12177968,0,1,1,1,1,0
12183621,1,0,1,1,0,1
12208413,1,0,0,0,0,0
12162957,0,0,1,1,0,0
12156477,0,0,1,1,0,0
12171611,0,0,1,1,0,0
12152998,0,0,0,0,0,0
12187810,0,1,1,1,0,0
12128831,0,1,0,1,0,0
12163318,0,0,0,1,0,0
12117936,0,1,1,1,0,0
12132969,0,1,1,1,0,0
12150189,1,0,0,1,0,0
12147578,1,1,1,1,0,0
12119851,0,0,1,0,0,0
12106366,1,0,1,1,0,1
12195463,1,0,0,1,0,0
12196574,1,0,0,1,0,0
12207485,0,1,1,1,0,0
12142950,0,0,0,0,0,0
12180377,1,1,0,1,0,0
12176479,1,0,1,1,0,0
12196807,1,0,0,1,0,0
12212820,0,0,0,0,0,0
12190660,1,1,1,0,0,0
12158571,0,0,0,0,1,0
12214195,0,1,0,0,0,0
12175598,0,0,1,1,0,0
12168369,0,1,0,0,0,0
12195107,1,0,0,1,0,0
12181395,0,0,0,0,0,0
12105677,0,1,1,1,0,0
12172283,0,0,0,1,0,0
12199023,1,1,0,1,0,0
12207178,0,1,1,1,0,0
12181503,0,0,0,1,0,0
12189700,0,0,1,1,0,0
12118876,1,1,0,0,0,0
12124181,0,0,0,0,0,0
12186552,0,0,1,1,0,0
12170868,0,1,1,1,0,0
12180145,1,0,1,1,0,0
12126182,0,0,1,1,0,0
12183828,0,0,1,1,0,0
12209259,0,0,1,1,0,0
12215846,1,0,0,1,0,0
12155701,0,0,0,0,0,0
12128688,1,0,0,1,0,0
12138576,0,0,1,1,0,0
12182225,0,1,0,0,0,0
12170533,0,0,1,0,0,1
12216050,0,0,0,1,0,0
12128163,0,1,0,1,0,0
12146578,0,0,1,0,0,0
12158287,0,1,1,1,0,0
12210539,0,0,0,1,0,0
12122918,0,0,1,1,0,0
12122599,0,0,0,1,0,0
12171963,1,0,0,1,0,0
12164264,1,0,1,0,0,0
12132988,1,0,1,1,0,0
12113278,0,1,0,1,0,1
12120001,0,0,1,0,0,0
12136935,0,1,1,1,0,0
12113226,0,0,0,1,0,0
12193267,0,0,0,0,0,0
12100970,1,0,1,0,0,0
12219891,0,0,1,1,0,0
12109690,0,0,0,1,0,0
12219651,1,0,1,0,1,0
12113608,0,0,0,0,0,0
12209062,1,1,1,1,0,0
12143272,0,0,1,0,0,0
12198698,0,0,0,1,0,1
12162268,0,1,1,0,1,0
12198700,0,0,0,1,0,1
12145270,1,0,1,1,0,0
12156623,1,0,0,1,0,0
12156389,0,1,0,1,0,0
12186424,0,0,1,1,0,1
12203107,0,1,1,0,0,1
12166293,0,1,1,1,0,1
12106936,0,0,0,0,0,0
12164634,0,1,0,0,0,0
12211078,0,1,0,0,0,0
12113135,1,0,0,1,0,0
12185471,1,1,1,1,0,0
12168556,1,0,1,0,0,0
12200334,0,0,0,0,0,1
12189020,0,0,1,1,0,0
12172433,0,0,1,1,0,0
12114437,0,0,1,1,1,0
12120016,0,1,0,0,0,0
12171151,1,0,1,1,1,0
12178156,1,1,0,1,0,0
12118251,1,0,0,1,0,0
12204136,0,0,0,1,0,0
12126711,0,0,0,1,1,0
12160180,0,0,1,1,0,0
12152736,1,0,0,0,0,1
12208520,0,0,0,0,0,0
12182173,1,0,0,1,1,0
12154443,1,0,1,1,0,0
12105470,0,0,1,1,0,0
12179613,1,0,0,1,0,0
12161093,1,1,1,0,0,0
12167231,1,0,0,1,0,0
12148386,1,0,1,0,0,0
12136342,1,0,0,1,0,0
12112998,0,0,0,1,1,0
12119906,0,1,0,1,0,0
12144045,1,1,0,1,1,0
12181729,0,0,1,0,0,0
12124489,0,0,0,1,0,0
12182241,0,0,0,0,0,0
12101417,0,0,1,0,0,1
12183050,0,0,0,1,0,0
12220548,1,1,1,1,0,0
12142532,1,0,0,1,0,1
12152344,1,0,0,1,0,0
12131026,1,1,0,0,0,0
12129502,1,0,1,1,0,0
12215623,0,1,0,0,0,0
12209086,1,1,0,1,0,0
12170707,1,1,0,1,0,0
12108884,0,0,0,1,0,0
12103872,1,0,1,0,0,0
12115852,0,0,0,1,0,0
12177624,0,0,1,0,0,0
12201339,0,0,0,0,0,0
12126518,0,0,1,1,0,0
12128508,0,0,0,1,0,0
12173569,1,0,0,1,0,0
12131919,1,0,0,1,0,0
12110789,0,0,1,0,0,0
12129850,1,0,0,0,0,0
12196145,1,1,1,0,0,0
12136715,0,1,1,1,0,0
12128152,0,0,0,1,1,0
12124828,0,0,0,1,0,0
12217065,0,1,0,1,0,0
12160502,0,0,1,1,0,0
12168179,0,1,0,0,0,0
12102857,0,0,0,1,0,1
12217666,0,0,1,0,0,0
12110403,0,0,1,0,0,0
12201520,1,0,1,1,0,0
12162412,1,0,0,0,0,0
12103417,0,0,1,0,0,0
12109688,0,0,1,1,0,0
12113362,0,0,0,0,0,0
12140196,0,0,0,1,0,0
12139909,0,0,1,0,0,0
12133500,0,0,1,0,0,0
12154513,1,0,0,1,1,0
12163783,0,0,0,1,0,1
12158210,1,1,1,1,1,0
12221856,0,0,0,1,0,0
12101718,0,1,0,0,0,1
12211285,1,1,0,0,0,0
12129679,0,1,1,1,1,0
12128147,0,0,1,0,0,0
12191697,0,0,1,0,0,0
12198853,0,0,0,1,0,0
12189704,1,0,1,1,0,0
12154054,0,1,1,1,0,0
12110832,0,0,0,1,0,0
12161364,0,0,1,0,0,0
12132951,0,0,0,1,0,0
12205346,0,0,0,0,0,0
12209817,1,1,1,1,0,0
12101308,0,1,0,1,0,0
12199907,0,0,0,1,0,0
12185339,1,1,1,1,0,0
12155772,0,0,0,1,1,1
12132069,0,0,1,0,0,0
12146415,1,0,0,1,1,0
12118439,0,0,1,1,0,0
12198161,1,0,1,1,1,0
12171662,0,0,0,1,0,0
12197448,1,0,1,1,0,1
12193248,1,0,1,0,0,0
12206535,0,0,1,1,0,0
12198443,0,0,1,1,1,0
12172788,0,1,1,1,0,0
12171845,1,0,1,1,0,0
12154901,0,0,0,1,1,0
12175404,1,0,1,1,0,0
12102590,0,1,0,1,0,0
12165957,0,1,0,1,0,0
12104100,1,1,0,1,1,0
12162076,0,0,1,1,0,0
12205354,0,1,0,1,1,0
12175850,0,0,1,1,0,0
12186360,0,0,1,0,0,0
12180388,0,0,0,1,0,0
12197357,0,1,0,1,0,0
12131833,1,0,1,1,1,0
12102318,1,1,0,0,0,0
12207366,0,1,1,1,0,0
12126843,0,0,0,1,0,0
12197924,0,0,1,1,0,0
12213075,0,1,0,1,0,0
12116565,1,0,0,1,0,0
12129699,0,0,0,1,0,0
12202095,0,0,0,0,0,0
12114473,1,0,0,0,1,0
12141572,1,1,0,0,0,0
12162729,0,0,0,1,0,0
12132682,1,1,1,1,0,0
12202578,0,0,0,1,0,0
12124461,0,1,1,1,0,0
12206227,0,1,1,1,0,0
12146363,0,0,1,1,0,0
12201675,1,1,1,1,0,0
12185979,0,0,0,0,0,0
12113777,1,0,0,1,0,0
12172755,1,1,1,0,0,1
12129248,0,1,1,1,0,0
12117924,1,0,1,1,0,0
12198281,0,1,1,1,0,0
12156240,0,1,0,1,0,0
12162731,0,0,1,1,0,0
12202741,1,1,0,1,0,0
12161747,1,0,0,0,0,0
12176549,1,0,0,1,0,0
12210322,0,0,0,1,0,0
12137179,1,0,1,1,0,0
12136592,1,0,0,1,0,0
12208381,0,0,1,1,0,0
12204684,1,0,1,1,0,1
12179511,0,0,0,1,0,0
12144805,1,1,0,1,0,0
12194445,0,0,0,0,0,0
12174945,1,0,0,1,0,0
12175638,0,1,1,1,0,0
12163797,0,1,1,1,1,0
12120638,0,1,1,1,0,0
12118761,0,1,0,1,0,0
12212164,0,0,0,1,0,0
12205400,0,1,1,0,0,0
12170107,0,0,1,0,0,0
12218413,1,0,0,1,0,0
12175936,1,0,0,0,0,0
12117005,1,1,1,1,0,0
12145520,0,0,0,1,0,0
12213419,0,1,0,1,0,0
12216964,0,0,0,0,0,1
12143490,1,0,0,1,0,0
12180227,1,0,1,1,0,0
12138206,1,0,0,0,0,0
12164983,1,0,1,1,0,0
12209958,0,0,1,0,0,0
12128188,1,1,0,1,0,0
12196074,0,1,1,0,0,0
12143879,1,1,0,1,0,0
12118353,0,1,0,1,0,1
12187864,1,1,1,1,0,1
12141538,1,0,1,0,0,0
12124658,0,0,1,0,0,0
12157406,0,1,0,1,0,0
12175714,0,1,1,1,0,0
12140292,1,0,1,1,0,0
12165016,1,0,1,1,0,0
12158072,0,0,1,1,1,0
12152505,0,0,1,1,0,0
12142175,1,0,0,0,0,0
12218850,1,1,1,0,0,0
12220249,1,1,1,1,0,0
12124388,0,1,1,0,0,0
12213599,0,0,1,1,0,1
12104382,1,1,1,1,1,0
12162032,0,0,0,0,0,0
12171289,0,1,0,1,0,0
12124785,1,1,0,1,0,0
12172791,1,0,0,1,0,0
12182357,1,1,0,1,0,0
12106911,0,0,1,1,1,0
12180448,0,0,0,1,0,0
12158941,0,0,0,1,0,0
12210094,0,0,1,1,0,0
12119962,0,0,0,1,1,0
12202238,0,1,0,1,1,0
12206276,0,1,1,0,0,0
12136610,1,0,1,1,0,0
12166202,1,0,0,1,0,0
12196466,1,0,1,1,0,0
12166640,1,0,0,1,0,0
12182921,0,1,1,0,0,0
12114508,0,0,1,1,0,0
12117828,1,0,1,1,0,0
12215510,1,0,0,1,1,0
12134162,1,0,1,1,0,0
12187655,0,1,1,1,0,0
12190659,0,1,1,1,0,0
12194914,1,1,0,1,0,0
12148259,0,1,0,1,0,0
12177450,0,1,1,1,0,0
12190474,0,0,0,0,1,1
12158972,0,0,0,0,0,0
12146038,0,0,1,1,0,0
12220816,1,0,0,1,0,0
12184113,0,1,1,0,0,0
12146189,0,1,1,0,0,0
12167216,0,0,0,0,0,0
12140595,1,0,0,1,0,1
12168128,1,0,1,1,0,0
12210625,0,1,0,1,0,0
12205070,0,1,0,1,0,0
12199357,0,0,1,1,0,0
12164381,1,1,0,0,0,0
12157662,0,0,0,1,0,0
12134530,0,1,0,0,0,0
12200907,1,0,1,0,0,0
12151803,0,0,1,1,0,0
12208616,0,1,0,1,0,0
12138925,1,1,1,1,0,0
12174029,0,0,1,1,0,0
12129064,1,0,1,1,0,0
12208106,1,0,1,0,0,0
12123068,0,0,0,1,0,0
12197781,0,0,1,0,0,0
12177874,0,0,1,1,0,0
12125195,1,1,0,0,0,0
12195528,0,1,0,1,0,0
12114129,0,0,1,1,1,0
12185143,1,0,0,1,0,0
12136038,0,1,0,1,0,0
12216216,0,0,0,1,1,0
12221509,0,1,1,0,0,0
12198204,1,0,1,1,1,0
12149662,1,0,0,1,0,0
12147933,1,0,1,0,0,0
12152924,1,1,0,1,0,0
12113651,0,0,1,0,0,0
12167437,0,0,0,0,0,0
12203542,1,1,1,0,0,0
12175849,0,0,0,0,0,0
12117515,0,0,1,1,0,0
12168229,0,0,1,1,1,0
12211176,0,1,0,1,0,0
12127759,0,1,0,1,0,0
12208905,0,0,1,1,0,0
12146052,0,0,1,0,0,0
12136469,1,0,1,1,0,0
12210763,0,0,0,1,0,0
12182673,0,0,0,1,0,0
12134148,0,0,1,1,0,1
12172368,1,0,0,0,0,1
12151072,1,0,0,1,0,0
12155417,0,1,0,1,0,0
12147345,0,0,0,1,0,0
12130649,0,1,0,1,0,0
12203744,0,0,1,0,0,0
12101182,0,0,0,0,0,0
12101903,1,0,1,1,0,0
12154195,1,0,1,0,0,0
12146819,0,0,0,0,0,0
12128946,0,0,0,1,0,0
12159581,0,1,0,0,0,0
12187083,0,0,1,1,0,0
12169031,0,0,0,1,0,0
12107067,0,0,1,1,0,0
12112531,0,1,0,1,0,0
12153154,0,0,0,1,0,0
12186049,1,0,0,1,0,0
12194176,0,0,0,1,0,0
12183441,0,1,1,0,0,0
12102319,1,0,1,1,0,0
12135337,0,0,1,1,0,0
12189831,1,1,1,0,0,0
12185686,0,0,1,1,0,0
12108883,0,0,1,0,0,1
12136445,1,0,0,0,0,0
12166197,0,0,1,0,0,0
12103773,1,0,1,1,0,1
12212654,1,1,0,1,1,1
12187453,1,0,0,1,0,0
12128724,0,0,1,0,0,0
12180109,0,0,1,1,0,0
12132204,0,1,0,1,0,0
12130755,0,1,1,1,0,0
12131064,0,0,1,1,0,0
12211893,1,0,1,1,0,0
12218058,0,0,1,1,0,0
12134473,0,0,1,1,0,0
12220829,1,1,0,1,0,0
12146585,1,0,0,1,0,1
12142494,0,0,1,1,0,0
12151555,0,0,1,1,0,0
12149212,0,0,0,1,0,1
12120766,1,0,1,0,0,0
12143350,0,0,1,1,0,1
12116837,0,0,0,1,0,0
12189855,0,1,0,1,1,0
12217431,1,0,1,0,0,0
12138735,1,0,1,1,0,0
12146934,0,0,1,1,0,0
12154935,1,0,0,1,0,1
12153226,0,0,0,0,0,0
12132270,0,1,1,1,0,0
12201545,1,0,0,1,0,0
12206467,1,0,1,1,0,0
12162131,0,0,0,1,0,1
12178299,0,0,0,0,0,0
12144115,0,0,0,1,0,0
12210026,0,0,0,0,0,1
12217437,0,1,1,1,0,0
12117989,1,0,0,1,1,0
12140952,0,0,1,0,0,0
12136105,1,1,0,0,0,0
12190977,0,0,0,1,1,0
12157857,0,0,0,1,0,0
12129995,0,1,0,0,0,0
12113035,1,0,1,1,0,0
12106176,1,0,0,1,0,1
12179216,1,1,1,1,1,0
12221385,0,1,1,1,0,0
12206347,0,0,0,1,0,0
12214335,0,0,1,0,0,0
12177991,0,0,1,1,0,0
12126076,0,0,1,1,0,0
12187627,0,0,0,0,0,0
12124384,1,1,0,0,0,0
12118538,1,1,0,1,0,0
12107555,1,1,1,1,0,0
12211258,0,1,0,0,1,0
12105985,1,0,0,1,0,0
12203039,0,0,1,1,0,0
12215304,1,1,1,1,0,0
12107234,0,0,1,1,0,0
12109677,0,1,0,1,0,0
12194435,0,0,0,0,0,0
12111823,1,0,0,0,0,1
12180854,1,1,1,1,0,0
12151491,0,0,1,0,0,0
12133471,1,0,1,1,0,0
12144019,1,0,1,0,0,1
12163123,0,0,1,0,0,0
12169620,1,0,0,1,0,0
12150711,0,0,1,1,0,0
12170795,1,0,0,1,1,0
12151291,1,0,0,0,0,0
12146205,1,0,1,1,0,0
12128251,0,0,1,1,1,0
12121023,0,0,0,1,0,0
12110962,1,1,1,1,0,0
12181668,0,0,0,1,0,0
12205379,1,0,0,1,0,0
12134463,1,1,0,1,0,0
12219524,0,0,0,1,0,0
12156808,0,0,0,1,1,0
12221055,1,1,0,1,0,0
12135275,0,1,0,0,0,0
12178640,1,0,0,1,0,0
12130435,1,1,0,1,0,0
12151922,0,0,0,1,0,0
12216145,1,1,0,1,0,0
12206052,0,0,0,1,0,1
12121496,1,0,1,1,1,0
12213045,1,0,0,0,0,0
12125649,1,0,0,1,0,0
12137310,0,1,1,0,0,0
12103519,1,1,0,1,0,0
12115269,0,0,0,1,1,1
12190299,0,0,1,1,0,0
12137771,1,0,1,0,0,0
12103746,0,0,0,0,0,0
12199751,1,0,1,1,0,0
12203017,0,0,0,1,0,0
12179184,0,1,0,0,0,0
12107723,0,1,0,1,0,0
12169901,0,0,1,1,0,0
12156127,1,0,0,1,0,0
12135771,0,0,1,0,0,0
12169228,0,0,0,1,0,0
12203239,0,0,0,1,0,0
12199218,0,1,1,0,0,0
12171582,1,1,0,0,0,0
12210288,1,0,1,1,0,0
12169256,1,0,0,1,0,0
12130150,0,1,1,1,0,0
12112348,0,0,0,1,0,1
12151798,0,0,0,0,0,0
12213563,0,0,0,1,0,0
12213756,1,1,1,0,0,0
12111298,1,0,1,1,1,0
12117150,1,1,0,0,0,0
12127521,0,0,0,1,0,0
12194749,1,0,1,0,0,0
12103136,0,1,1,0,0,0
12169103,0,0,0,0,0,0
12185033,1,1,0,1,0,0
12119715,0,1,0,1,0,0
12164152,0,0,1,1,0,0
12207249,0,0,0,0,0,0
12205138,0,0,0,0,0,0
12194357,1,0,0,1,0,0
12175594,0,0,0,1,0,0
12143696,1,1,1,0,0,0
12172482,0,0,1,1,0,0
12121238,0,1,1,0,0,0
12103436,1,0,0,1,0,0
12204650,0,1,1,0,0,0
12113892,0,1,0,1,0,0
12102797,0,1,0,0,0,0
12150149,1,0,0,1,0,0
12123800,0,0,1,0,0,1
12167139,1,0,0,1,0,0
12206908,1,1,0,1,0,0
12106874,0,1,0,1,1,0
12132686,0,0,1,1,0,0
12193131,0,1,1,1,0,0
12105047,0,1,0,1,0,0
12186018,1,0,1,1,0,0
12189713,0,0,1,0,0,0
12215672,0,0,0,1,0,0
12183672,1,1,1,1,0,0
12132743,0,0,0,0,1,0
12107255,0,0,1,1,0,0
12187442,0,0,1,1,0,0
12125122,0,0,0,1,0,0
12150166,1,0,0,1,0,0
12158271,0,1,0,0,1,0
12118671,1,0,1,1,0,0
12216500,0,0,0,1,0,0
12211004,0,0,1,1,0,0
12166045,0,0,1,1,0,0
12193911,0,1,1,0,0,0
12143585,0,1,1,1,1,0
